feature_idx,label,max_activation,mean_activation,activation_freq,is_task_feature,top_prompt
0,,0.4108467698097229,0.4108467698097229,0.04,False,The quick brown fox jumps over the lazy dog
1,,0.5141884684562683,0.47852882742881775,0.96,False,Berlin has great nightlife
2,,0.09901440143585205,0.0337325856089592,0.8,False,The Amazon River is the largest river
3,,0.31072986125946045,0.1623021960258484,0.08,False,The quick brown fox jumps over the lazy dog
4,,0.102349191904068,0.04535583406686783,0.92,False,Berlin has great nightlife
5,,1.159085988998413,0.6998456716537476,1.0,False,The quick brown fox jumps over the lazy dog
6,[dead],0.0,0.0,0.0,False,
7,,0.3586692810058594,0.32264482975006104,0.96,False,Photosynthesis converts sunlight into energy
8,,0.09989285469055176,0.06914966553449631,1.0,False,The quick brown fox jumps over the lazy dog
9,,1.083365797996521,1.083365797996521,0.04,False,The quick brown fox jumps over the lazy dog
10,,0.48110896348953247,0.25381383299827576,1.0,False,The quick brown fox jumps over the lazy dog
11,,0.14736773073673248,0.10348957031965256,0.96,False,Germany is known for its engineering
12,,0.12299014627933502,0.07011481374502182,0.96,False,France is a country in Western Europe
13,,0.371867835521698,0.0385461151599884,0.72,False,The quick brown fox jumps over the lazy dog
14,,0.03473323583602905,0.010006813332438469,0.6,False,Germany is known for its engineering
15,,2.9315826892852783,0.712748646736145,1.0,False,The quick brown fox jumps over the lazy dog
16,,0.2114158719778061,0.1664608120918274,1.0,False,Photosynthesis converts sunlight into energy
17,,0.02900281548500061,0.0144729632884264,0.68,False,The capital of Canada is
18,,1.2376888990402222,1.2376888990402222,0.04,False,The quick brown fox jumps over the lazy dog
19,,1.0631678104400635,1.0631678104400635,0.04,False,The quick brown fox jumps over the lazy dog
20,[dead],0.0,0.0,0.0,True,
21,,0.07760295271873474,0.0322742834687233,0.92,False,Japan has a rich cultural history
22,,3.5287020206451416,1.507044792175293,1.0,False,The quick brown fox jumps over the lazy dog
23,,0.07171313464641571,0.035568468272686005,0.84,False,France is a country in Western Europe
24,,0.20874126255512238,0.04293951392173767,0.96,False,The quick brown fox jumps over the lazy dog
25,,0.3696144223213196,0.3464418351650238,0.96,False,Water boils at one hundred degrees Celsius
26,,1.081602692604065,1.081602692604065,0.04,False,The quick brown fox jumps over the lazy dog
27,,0.5305335521697998,0.5052836537361145,0.96,False,The capital of Spain is
28,,0.4238828718662262,0.33264729380607605,0.96,False,Water boils at one hundred degrees Celsius
29,,1.125717043876648,0.14838647842407227,1.0,False,The quick brown fox jumps over the lazy dog
30,,0.3885141611099243,0.34674203395843506,0.96,False,Photosynthesis converts sunlight into energy
31,,0.38468044996261597,0.3644144833087921,0.96,False,The capital of Russia is
32,,0.8821130990982056,0.5471532940864563,1.0,False,The quick brown fox jumps over the lazy dog
33,[dead],0.0,0.0,0.0,False,
34,,0.4530145823955536,0.4130859375,0.96,False,France is a country in Western Europe
35,,0.9832954406738281,0.24645300209522247,1.0,False,The quick brown fox jumps over the lazy dog
36,,0.9645135402679443,0.27573174238204956,1.0,False,The quick brown fox jumps over the lazy dog
37,,0.08961209654808044,0.05049356818199158,0.92,False,The capital of Nigeria is
38,,0.5432250499725342,0.3640531599521637,1.0,False,The quick brown fox jumps over the lazy dog
39,,0.6368913650512695,0.5892201066017151,0.96,False,The capital of Nigeria is
40,[dead],0.0,0.0,0.0,False,
41,,1.0898513793945312,0.5367147326469421,1.0,False,The quick brown fox jumps over the lazy dog
42,,1.2616164684295654,0.2773999869823456,1.0,False,The quick brown fox jumps over the lazy dog
43,,2.9720559120178223,2.9720559120178223,0.04,False,The quick brown fox jumps over the lazy dog
44,,1.90548837184906,0.23034711182117462,1.0,False,The quick brown fox jumps over the lazy dog
45,,0.2159801423549652,0.1814340502023697,0.96,False,The capital of India is
46,,0.1629934161901474,0.13851623237133026,0.96,False,The Amazon River is the largest river
47,,0.842805027961731,0.842805027961731,0.04,False,The quick brown fox jumps over the lazy dog
48,,2.3848443031311035,0.13663263618946075,0.92,False,The quick brown fox jumps over the lazy dog
49,,0.2702999711036682,0.23090170323848724,0.96,False,The capital of Nigeria is
50,,1.3844001293182373,0.6998799443244934,0.08,False,The quick brown fox jumps over the lazy dog
51,,0.9368552565574646,0.8648227453231812,1.0,False,Japan has a rich cultural history
52,,2.0373024940490723,0.5071783661842346,1.0,False,The quick brown fox jumps over the lazy dog
53,,0.22290712594985962,0.22290712594985962,0.04,False,The quick brown fox jumps over the lazy dog
54,[dead],0.0,0.0,0.0,False,
55,[dead],0.0,0.0,0.0,True,
56,,0.4857037663459778,0.2268959879875183,1.0,False,The quick brown fox jumps over the lazy dog
57,,0.899391770362854,0.8301857113838196,1.0,False,Berlin has great nightlife
58,,1.545447587966919,0.29914548993110657,1.0,False,The quick brown fox jumps over the lazy dog
59,,0.5297404527664185,0.2712491750717163,1.0,False,The quick brown fox jumps over the lazy dog
60,,0.5092225074768066,0.06658396869897842,1.0,False,The quick brown fox jumps over the lazy dog
61,[dead],0.0,0.0,0.0,True,
62,,0.2731066346168518,0.23029673099517822,1.0,False,Water boils at one hundred degrees Celsius
63,,0.21663378179073334,0.21663378179073334,0.04,False,The quick brown fox jumps over the lazy dog
64,,0.14981381595134735,0.14981381595134735,0.04,False,The quick brown fox jumps over the lazy dog
65,,2.0473673343658447,2.0473673343658447,0.04,False,The quick brown fox jumps over the lazy dog
66,,0.10525001585483551,0.06136973202228546,0.88,False,The capital of Nigeria is
67,,0.6154659986495972,0.5674291849136353,1.0,False,The capital of Italy is
68,[dead],0.0,0.0,0.0,True,
69,,0.550561785697937,0.5033043026924133,0.96,False,The capital of Nigeria is
70,,0.338512122631073,0.17750060558319092,1.0,False,The quick brown fox jumps over the lazy dog
71,[dead],0.0,0.0,0.0,False,
72,,0.483418345451355,0.4443626403808594,0.96,False,The capital of India is
73,,0.8916934728622437,0.8916934728622437,0.04,False,The quick brown fox jumps over the lazy dog
74,,0.14089542627334595,0.07972954958677292,0.96,False,Photosynthesis converts sunlight into energy
75,,0.7012856006622314,0.6630039811134338,1.0,False,The capital of Brazil is
76,,1.0851716995239258,1.0851716995239258,0.04,False,The quick brown fox jumps over the lazy dog
77,,0.8970340490341187,0.8479864597320557,0.96,False,Photosynthesis converts sunlight into energy
78,,0.8170247077941895,0.48443734645843506,1.0,False,The quick brown fox jumps over the lazy dog
79,,0.13003602623939514,0.09855072945356369,0.96,False,Paris is a beautiful city
80,,0.28803619742393494,0.23266728222370148,0.96,False,Photosynthesis converts sunlight into energy
81,,1.7194812297821045,0.19481787085533142,1.0,False,The quick brown fox jumps over the lazy dog
82,,0.3306725323200226,0.2363019734621048,0.96,False,Water boils at one hundred degrees Celsius
83,[dead],0.0,0.0,0.0,False,
84,,0.5424842834472656,0.06848499923944473,1.0,False,The quick brown fox jumps over the lazy dog
85,,1.178765892982483,0.8230871558189392,1.0,False,The quick brown fox jumps over the lazy dog
86,,0.33278679847717285,0.2429959625005722,0.96,False,Shakespeare wrote thirty seven plays
87,,0.5894270539283752,0.07906017452478409,0.96,False,The quick brown fox jumps over the lazy dog
88,,0.3937034606933594,0.37401875853538513,0.96,False,The capital of Nigeria is
89,[dead],0.0,0.0,0.0,False,
90,,0.679243803024292,0.679243803024292,0.04,False,The quick brown fox jumps over the lazy dog
91,,0.3679252564907074,0.3224223256111145,0.96,False,France is a country in Western Europe
92,,0.5626495480537415,0.541057288646698,0.96,False,The capital of Russia is
93,,1.090111494064331,0.17082242667675018,1.0,False,The quick brown fox jumps over the lazy dog
94,,0.6035791635513306,0.5816890597343445,0.96,False,The capital of Canada is
95,,0.23627671599388123,0.19626830518245697,1.0,False,The capital of Russia is
96,,0.6101046800613403,0.2016250193119049,1.0,False,The quick brown fox jumps over the lazy dog
97,,2.456463098526001,0.5267336368560791,1.0,False,The quick brown fox jumps over the lazy dog
98,,0.8701050877571106,0.3213843107223511,1.0,False,The quick brown fox jumps over the lazy dog
99,[dead],0.0,0.0,0.0,False,
100,[dead],0.0,0.0,0.0,False,
101,,0.21078072488307953,0.14173844456672668,0.96,False,Water boils at one hundred degrees Celsius
102,[dead],0.0,0.0,0.0,False,
103,,0.5106688141822815,0.47955378890037537,0.96,False,Shakespeare wrote thirty seven plays
104,,0.6319445371627808,0.5920431613922119,1.0,False,Photosynthesis converts sunlight into energy
105,,0.051757410168647766,0.018747879192233086,0.36,False,France is a country in Western Europe
106,[dead],0.0,0.0,0.0,False,
107,,2.7786998748779297,0.5259051322937012,1.0,False,The quick brown fox jumps over the lazy dog
108,,1.6584241390228271,0.6939542889595032,1.0,False,The quick brown fox jumps over the lazy dog
109,,0.21254077553749084,0.18554891645908356,0.96,False,Water boils at one hundred degrees Celsius
110,,2.6385867595672607,1.514433741569519,1.0,False,The quick brown fox jumps over the lazy dog
111,,1.1892402172088623,0.8574643731117249,1.0,False,The quick brown fox jumps over the lazy dog
112,,0.6543158292770386,0.2739957869052887,1.0,False,The quick brown fox jumps over the lazy dog
113,,0.24629637598991394,0.18671798706054688,0.96,False,France is a country in Western Europe
114,,0.5774022340774536,0.556157648563385,0.96,False,The Amazon River is the largest river
115,,0.2875308692455292,0.25831153988838196,0.96,False,The capital of India is
116,,1.7541112899780273,0.9782260656356812,1.0,False,The quick brown fox jumps over the lazy dog
117,,0.14738817512989044,0.06731515377759933,0.96,False,Japan has a rich cultural history
118,,0.6660667061805725,0.6339650750160217,0.96,False,Photosynthesis converts sunlight into energy
119,,0.6839756965637207,0.6479097008705139,1.0,False,Water boils at one hundred degrees Celsius
